ano,mes,data,regiao,uf,setor,tipo_ataque,vulnerabilidade,incidentes,impacto_financeiro,tempo_recuperacao,sistemas_afetados,nivel_criticidade,status_resposta
2017,7,2017-07-01,Norte,PA,Governo,DDoS,Senha fraca,11,496323.39,39.4,60,Crítico,Mitigado
2017,7,2017-07-01,Norte,PA,Financeiro,Ransomware,Falha humana,16,1209068.83,108.2,64,Médio,Mitigado
2017,7,2017-07-01,Norte,RO,Governo,DDoS,Falha humana,7,1049194.42,55.1,18,Alto,Mitigado
2017,7,2017-07-01,Norte,TO,Saúde,Malware,Sistema desatualizado,9,1842820.89,97.2,16,Crítico,Em análise
2017,7,2017-07-01,Nordeste,BA,Saúde,DDoS,Sem MFA,10,1940667.93,29.5,48,Alto,Em análise
2017,7,2017-07-01,Nordeste,BA,Saúde,Vazamento,Senha fraca,16,1432207.42,44.5,23,Alto,Em análise
2017,7,2017-07-01,Nordeste,PE,Educação,Malware,Senha fraca,15,1005348.25,23.5,36,Baixo,Resolvido
2017,7,2017-07-01,Nordeste,PE,Varejo,DDoS,Sem MFA,10,1299619.57,109.7,40,Médio,Resolvido
2017,7,2017-07-01,Nordeste,CE,Educação,Phishing,Sistema desatualizado,13,345905.8,29.4,16,Médio,Mitigado
2017,7,2017-07-01,Nordeste,CE,Educação,Ransomware,Sem MFA,10,844391.68,21.1,66,Crítico,Resolvido
2017,7,2017-07-01,Nordeste,MA,Financeiro,Vazamento,Sem MFA,13,1792375.35,38.4,37,Crítico,Resolvido
2017,7,2017-07-01,Nordeste,PB,Governo,DDoS,Senha fraca,12,1156576.84,116.7,65,Crítico,Mitigado
2017,7,2017-07-01,Centro-Oeste,DF,Governo,Vazamento,Sem MFA,13,232277.02,106.3,59,Crítico,Resolvido
2017,7,2017-07-01,Centro-Oeste,GO,Saúde,Phishing,Falha humana,9,1224795.71,112.5,48,Alto,Mitigado
2017,7,2017-07-01,Centro-Oeste,GO,Financeiro,Vazamento,Senha fraca,13,1209320.39,24.2,50,Médio,Em análise
2017,7,2017-07-01,Centro-Oeste,MT,Saúde,Malware,Senha fraca,11,195558.99,23.5,27,Crítico,Resolvido
2017,7,2017-07-01,Centro-Oeste,MS,Governo,Ransomware,Senha fraca,17,1839106.71,10.4,4,Médio,Em análise
2017,7,2017-07-01,Sudeste,SP,Financeiro,DDoS,Sistema desatualizado,22,1302731.45,72.2,10,Crítico,Resolvido
2017,7,2017-07-01,Sudeste,SP,Governo,Vazamento,Falha humana,16,1226299.99,29.7,18,Crítico,Em análise
2017,7,2017-07-01,Sudeste,SP,Varejo,Ransomware,Falha humana,7,1147458.58,94.4,10,Crítico,Resolvido
2017,7,2017-07-01,Sudeste,RJ,Educação,Vazamento,Senha fraca,12,1511261.75,108.5,72,Alto,Resolvido
2017,7,2017-07-01,Sudeste,RJ,Financeiro,Phishing,Falha humana,15,1817770.0,59.5,38,Baixo,Resolvido
2017,7,2017-07-01,Sudeste,RJ,Financeiro,Malware,Sem MFA,13,1631974.97,51.5,56,Médio,Em análise
2017,7,2017-07-01,Sudeste,RJ,Saúde,Malware,Sem MFA,9,1557300.27,89.0,26,Alto,Resolvido
2017,7,2017-07-01,Sudeste,MG,Governo,Vazamento,Sistema desatualizado,6,1996064.35,97.1,48,Alto,Mitigado
2017,7,2017-07-01,Sudeste,MG,Saúde,Ransomware,Sistema desatualizado,13,1389283.18,117.5,62,Crítico,Em análise
2017,7,2017-07-01,Sudeste,MG,Educação,Malware,Falha humana,10,1815094.02,60.6,31,Crítico,Em análise
2017,7,2017-07-01,Sudeste,ES,Saúde,Ransomware,Sem MFA,17,1128109.47,13.6,13,Crítico,Mitigado
2017,7,2017-07-01,Sudeste,ES,Governo,DDoS,Sem MFA,9,1409995.46,33.6,37,Baixo,Resolvido
2017,7,2017-07-01,Sudeste,ES,Educação,Ransomware,Sistema desatualizado,14,776672.75,25.9,51,Médio,Mitigado
2017,7,2017-07-01,Sul,PR,Educação,Phishing,Sistema desatualizado,11,1140424.13,105.4,10,Médio,Mitigado
2017,7,2017-07-01,Sul,PR,Governo,Malware,Falha humana,14,1144308.32,71.2,36,Crítico,Resolvido
2017,7,2017-07-01,Sul,SC,Varejo,Ransomware,Senha fraca,11,1478422.35,42.6,54,Alto,Em análise
2017,7,2017-07-01,Sul,SC,Saúde,Malware,Senha fraca,11,1431157.91,65.8,7,Alto,Resolvido
2017,7,2017-07-01,Sul,RS,Saúde,Ransomware,Falha humana,17,1516549.38,70.6,50,Baixo,Resolvido
2017,7,2017-07-01,Sul,RS,Governo,DDoS,Senha fraca,11,1295581.94,64.5,71,Baixo,Mitigado
2017,8,2017-08-01,Norte,AM,Financeiro,Phishing,Falha humana,4,422979.01,93.0,30,Crítico,Resolvido
2017,8,2017-08-01,Norte,PA,Governo,Vazamento,Senha fraca,8,1274878.35,86.5,12,Crítico,Em análise
2017,8,2017-08-01,Norte,PA,Saúde,DDoS,Sem MFA,9,583967.53,43.1,12,Baixo,Resolvido
2017,8,2017-08-01,Norte,RO,Educação,DDoS,Sistema desatualizado,10,811451.62,68.1,46,Crítico,Mitigado
2017,8,2017-08-01,Norte,TO,Saúde,Malware,Senha fraca,14,481668.3,80.0,44,Alto,Em análise
2017,8,2017-08-01,Nordeste,BA,Varejo,Malware,Sistema desatualizado,13,954144.42,28.9,58,Alto,Mitigado
2017,8,2017-08-01,Nordeste,BA,Varejo,Ransomware,Senha fraca,8,620628.73,3.8,13,Médio,Resolvido
2017,8,2017-08-01,Nordeste,PE,Governo,Ransomware,Sistema desatualizado,14,220133.87,101.0,26,Crítico,Mitigado
2017,8,2017-08-01,Nordeste,PE,Saúde,Phishing,Sistema desatualizado,12,1720360.68,74.5,58,Crítico,Mitigado
2017,8,2017-08-01,Nordeste,CE,Educação,Malware,Sistema desatualizado,23,1406417.06,92.9,16,Alto,Mitigado
2017,8,2017-08-01,Nordeste,CE,Educação,Ransomware,Senha fraca,8,1565898.64,44.0,73,Médio,Mitigado
2017,8,2017-08-01,Nordeste,MA,Governo,Phishing,Sistema desatualizado,9,567213.5,113.1,69,Baixo,Em análise
2017,8,2017-08-01,Nordeste,PB,Saúde,Ransomware,Falha humana,12,1745228.15,13.7,47,Médio,Resolvido
2017,8,2017-08-01,Centro-Oeste,DF,Financeiro,Malware,Senha fraca,15,567220.77,89.5,36,Alto,Em análise
2017,8,2017-08-01,Centro-Oeste,GO,Governo,DDoS,Falha humana,12,1814153.21,112.2,27,Médio,Resolvido
2017,8,2017-08-01,Centro-Oeste,GO,Saúde,Malware,Sistema desatualizado,21,1208867.04,31.3,71,Médio,Em análise
2017,8,2017-08-01,Centro-Oeste,MT,Governo,Vazamento,Falha humana,12,487962.47,15.1,56,Baixo,Em análise
2017,8,2017-08-01,Centro-Oeste,MS,Governo,DDoS,Senha fraca,9,1510120.71,74.7,60,Médio,Em análise
2017,8,2017-08-01,Sudeste,SP,Educação,Malware,Sem MFA,13,1299131.04,74.1,79,Alto,Em análise
2017,8,2017-08-01,Sudeste,SP,Educação,Ransomware,Sem MFA,13,467055.16,104.2,55,Médio,Em análise
2017,8,2017-08-01,Sudeste,SP,Financeiro,DDoS,Sistema desatualizado,8,642521.77,39.8,7,Alto,Em análise
2017,8,2017-08-01,Sudeste,RJ,Financeiro,DDoS,Sistema desatualizado,13,99449.42,97.2,66,Alto,Resolvido
2017,8,2017-08-01,Sudeste,RJ,Saúde,Malware,Sistema desatualizado,14,342022.16,9.2,76,Médio,Mitigado
2017,8,2017-08-01,Sudeste,RJ,Educação,DDoS,Sistema desatualizado,13,1311988.24,62.9,19,Crítico,Em análise
2017,8,2017-08-01,Sudeste,RJ,Educação,Ransomware,Sistema desatualizado,15,267273.84,45.2,77,Alto,Em análise
2017,8,2017-08-01,Sudeste,MG,Educação,DDoS,Falha humana,8,171286.47,87.8,73,Baixo,Mitigado
2017,8,2017-08-01,Sudeste,MG,Educação,Phishing,Sistema desatualizado,12,1979196.0,36.3,31,Baixo,Mitigado
2017,8,2017-08-01,Sudeste,MG,Educação,Phishing,Senha fraca,10,1939306.31,108.6,50,Médio,Resolvido
2017,8,2017-08-01,Sudeste,ES,Governo,Phishing,Falha humana,8,717278.26,33.6,56,Médio,Em análise
2017,8,2017-08-01,Sudeste,ES,Educação,DDoS,Senha fraca,17,250767.14,68.2,56,Médio,Em análise
2017,8,2017-08-01,Sudeste,ES,Varejo,Vazamento,Sem MFA,12,1403531.0,90.4,9,Baixo,Mitigado
2017,8,2017-08-01,Sul,PR,Saúde,Ransomware,Sem MFA,12,1740751.8,104.5,45,Alto,Em análise
2017,8,2017-08-01,Sul,PR,Saúde,Vazamento,Sem MFA,8,555513.42,21.6,72,Médio,Em análise
2017,8,2017-08-01,Sul,SC,Financeiro,Ransomware,Sem MFA,8,1562774.09,47.7,48,Alto,Resolvido
2017,8,2017-08-01,Sul,SC,Saúde,DDoS,Sem MFA,12,940167.98,113.4,28,Médio,Em análise
2017,8,2017-08-01,Sul,RS,Educação,Ransomware,Sistema desatualizado,16,1137651.62,58.9,30,Baixo,Em análise
2017,8,2017-08-01,Sul,RS,Governo,DDoS,Sem MFA,5,1363584.72,87.5,46,Médio,Resolvido
2017,9,2017-09-01,Norte,AM,Varejo,Phishing,Sem MFA,20,571837.62,29.3,55,Médio,Em análise
2017,9,2017-09-01,Norte,PA,Varejo,Phishing,Sistema desatualizado,18,87055.9,8.4,56,Médio,Mitigado
2017,9,2017-09-01,Norte,PA,Financeiro,Phishing,Sistema desatualizado,7,1420014.23,85.3,24,Crítico,Resolvido
2017,9,2017-09-01,Norte,RO,Financeiro,Vazamento,Senha fraca,10,1252067.13,102.6,26,Médio,Em análise
2017,9,2017-09-01,Norte,TO,Governo,Malware,Falha humana,9,932690.9,42.6,51,Médio,Resolvido
2017,9,2017-09-01,Nordeste,BA,Financeiro,DDoS,Sistema desatualizado,14,815060.94,2.0,33,Baixo,Mitigado
2017,9,2017-09-01,Nordeste,BA,Governo,Vazamento,Sistema desatualizado,22,1210278.05,117.2,28,Médio,Mitigado
2017,9,2017-09-01,Nordeste,PE,Financeiro,Ransomware,Senha fraca,12,541221.11,7.2,77,Alto,Em análise
2017,9,2017-09-01,Nordeste,PE,Educação,Malware,Senha fraca,15,204627.84,43.9,29,Alto,Em análise
2017,9,2017-09-01,Nordeste,CE,Saúde,Ransomware,Falha humana,10,1014631.53,19.1,76,Médio,Resolvido
2017,9,2017-09-01,Nordeste,CE,Governo,Vazamento,Senha fraca,10,573396.75,25.3,53,Médio,Em análise
2017,9,2017-09-01,Nordeste,MA,Financeiro,DDoS,Falha humana,7,643954.28,2.8,5,Alto,Mitigado
2017,9,2017-09-01,Nordeste,PB,Financeiro,Vazamento,Sem MFA,8,851922.19,92.4,79,Médio,Em análise
2017,9,2017-09-01,Centro-Oeste,DF,Financeiro,Ransomware,Senha fraca,19,1762923.72,58.5,2,Crítico,Mitigado
2017,9,2017-09-01,Centro-Oeste,GO,Governo,Vazamento,Falha humana,11,680593.7,8.7,65,Alto,Em análise
2017,9,2017-09-01,Centro-Oeste,GO,Governo,Phishing,Falha humana,13,497638.75,73.4,67,Médio,Resolvido
2017,9,2017-09-01,Centro-Oeste,MT,Varejo,Phishing,Senha fraca,17,107812.15,64.0,79,Crítico,Mitigado
2017,9,2017-09-01,Centro-Oeste,MS,Saúde,Ransomware,Falha humana,13,1707446.7,40.5,56,Baixo,Em análise
2017,9,2017-09-01,Sudeste,SP,Varejo,DDoS,Senha fraca,11,595560.17,4.4,56,Crítico,Mitigado
2017,9,2017-09-01,Sudeste,SP,Educação,Malware,Senha fraca,5,597107.15,6.9,37,Alto,Mitigado
2017,9,2017-09-01,Sudeste,SP,Varejo,DDoS,Sistema desatualizado,11,626288.31,2.9,21,Baixo,Resolvido
2017,9,2017-09-01,Sudeste,RJ,Governo,Malware,Sistema desatualizado,14,868749.63,41.0,28,Médio,Mitigado
2017,9,2017-09-01,Sudeste,RJ,Financeiro,Vazamento,Sem MFA,8,29067.11,34.2,9,Alto,Em análise
2017,9,2017-09-01,Sudeste,RJ,Educação,Vazamento,Sistema desatualizado,8,538598.04,54.3,36,Crítico,Resolvido
2017,9,2017-09-01,Sudeste,RJ,Educação,Malware,Sistema desatualizado,10,1291043.01,26.3,66,Médio,Mitigado
2017,9,2017-09-01,Sudeste,MG,Saúde,Ransomware,Falha humana,16,1501457.01,86.4,9,Crítico,Mitigado
2017,9,2017-09-01,Sudeste,MG,Saúde,Malware,Sistema desatualizado,6,1733372.57,119.3,6,Alto,Em análise
2017,9,2017-09-01,Sudeste,MG,Governo,Ransomware,Sem MFA,10,1049197.53,95.7,35,Médio,Resolvido
2017,9,2017-09-01,Sudeste,ES,Governo,Vazamento,Sistema desatualizado,12,63543.44,96.6,74,Baixo,Resolvido
2017,9,2017-09-01,Sudeste,ES,Educação,Ransomware,Falha humana,12,858294.46,13.6,25,Alto,Em análise
2017,9,2017-09-01,Sudeste,ES,Financeiro,DDoS,Sistema desatualizado,7,397715.88,16.7,43,Crítico,Resolvido
2017,9,2017-09-01,Sul,PR,Financeiro,Phishing,Senha fraca,10,1272181.42,25.6,37,Baixo,Em análise
2017,9,2017-09-01,Sul,PR,Educação,Phishing,Sistema desatualizado,15,192297.7,15.8,66,Alto,Mitigado
2017,9,2017-09-01,Sul,SC,Saúde,Ransomware,Senha fraca,19,754212.04,26.9,10,Médio,Em análise
2017,9,2017-09-01,Sul,SC,Governo,DDoS,Senha fraca,9,851095.86,30.1,11,Médio,Em análise
2017,9,2017-09-01,Sul,RS,Governo,Phishing,Falha humana,11,179657.4,7.0,43,Baixo,Em análise
2017,9,2017-09-01,Sul,RS,Financeiro,Malware,Sistema desatualizado,14,62252.38,97.5,19,Baixo,Resolvido
2017,10,2017-10-01,Norte,AM,Varejo,Phishing,Sistema desatualizado,13,1013675.89,59.1,53,Baixo,Em análise
2017,10,2017-10-01,Norte,PA,Saúde,Phishing,Sem MFA,15,617933.53,55.0,40,Crítico,Em análise
2017,10,2017-10-01,Norte,PA,Educação,Vazamento,Sem MFA,19,1415184.24,30.3,69,Alto,Em análise
2017,10,2017-10-01,Norte,RO,Financeiro,Ransomware,Sistema desatualizado,13,844406.74,104.6,74,Alto,Mitigado
2017,10,2017-10-01,Norte,TO,Varejo,Malware,Sistema desatualizado,10,527714.23,88.0,27,Médio,Em análise
2017,10,2017-10-01,Nordeste,BA,Varejo,DDoS,Sem MFA,9,63641.1,90.0,24,Médio,Mitigado
2017,10,2017-10-01,Nordeste,BA,Saúde,Phishing,Senha fraca,14,412096.26,97.9,26,Baixo,Em análise
2017,10,2017-10-01,Nordeste,PE,Saúde,Ransomware,Falha humana,14,768626.45,78.6,73,Crítico,Em análise
2017,10,2017-10-01,Nordeste,PE,Educação,DDoS,Sistema desatualizado,12,669682.47,30.9,34,Alto,Em análise
2017,10,2017-10-01,Nordeste,CE,Governo,Vazamento,Falha humana,10,1184151.28,45.1,9,Baixo,Em análise
2017,10,2017-10-01,Nordeste,CE,Financeiro,DDoS,Sistema desatualizado,14,1550715.38,62.0,47,Baixo,Em análise
2017,10,2017-10-01,Nordeste,MA,Saúde,Ransomware,Falha humana,16,1413667.88,113.0,6,Médio,Resolvido
2017,10,2017-10-01,Nordeste,PB,Governo,Malware,Falha humana,13,1119989.32,116.8,40,Baixo,Resolvido
2017,10,2017-10-01,Centro-Oeste,DF,Saúde,DDoS,Sistema desatualizado,8,539075.23,49.2,12,Alto,Resolvido
2017,10,2017-10-01,Centro-Oeste,GO,Educação,Malware,Senha fraca,8,123740.55,75.4,76,Médio,Em análise
2017,10,2017-10-01,Centro-Oeste,GO,Saúde,Malware,Senha fraca,14,1292918.43,35.5,77,Crítico,Resolvido
2017,10,2017-10-01,Centro-Oeste,MT,Governo,Ransomware,Falha humana,12,1222003.62,88.4,68,Médio,Mitigado
2017,10,2017-10-01,Centro-Oeste,MS,Financeiro,Ransomware,Sistema desatualizado,16,579933.39,24.7,19,Alto,Em análise
2017,10,2017-10-01,Sudeste,SP,Varejo,DDoS,Sem MFA,17,249248.05,84.4,46,Alto,Mitigado
2017,10,2017-10-01,Sudeste,SP,Educação,Malware,Falha humana,8,881625.72,47.5,75,Baixo,Mitigado
2017,10,2017-10-01,Sudeste,SP,Financeiro,Malware,Senha fraca,12,573892.93,83.3,6,Crítico,Em análise
2017,10,2017-10-01,Sudeste,RJ,Governo,Phishing,Sem MFA,15,570629.93,98.4,21,Baixo,Mitigado
2017,10,2017-10-01,Sudeste,RJ,Governo,Vazamento,Sistema desatualizado,16,170814.33,62.8,12,Crítico,Mitigado
2017,10,2017-10-01,Sudeste,RJ,Financeiro,Ransomware,Falha humana,16,1119856.13,21.6,2,Baixo,Resolvido
2017,10,2017-10-01,Sudeste,RJ,Saúde,Ransomware,Sem MFA,18,758923.12,119.3,51,Baixo,Mitigado
2017,10,2017-10-01,Sudeste,MG,Financeiro,Vazamento,Senha fraca,14,1808289.9,65.9,12,Alto,Resolvido
2017,10,2017-10-01,Sudeste,MG,Financeiro,Phishing,Sem MFA,16,1121850.59,82.9,73,Médio,Em análise
2017,10,2017-10-01,Sudeste,MG,Financeiro,DDoS,Falha humana,12,1279552.39,65.3,64,Crítico,Resolvido
2017,10,2017-10-01,Sudeste,ES,Governo,Ransomware,Senha fraca,4,1391223.59,64.1,9,Alto,Resolvido
2017,10,2017-10-01,Sudeste,ES,Varejo,Malware,Senha fraca,17,1289654.59,53.5,71,Médio,Resolvido
2017,10,2017-10-01,Sudeste,ES,Varejo,Ransomware,Sistema desatualizado,12,1304724.44,39.0,57,Médio,Mitigado
2017,10,2017-10-01,Sul,PR,Financeiro,Vazamento,Sem MFA,16,1287750.81,67.2,27,Alto,Resolvido
2017,10,2017-10-01,Sul,PR,Governo,DDoS,Sistema desatualizado,13,906962.86,39.5,59,Médio,Em análise
2017,10,2017-10-01,Sul,SC,Governo,Ransomware,Sem MFA,11,1460444.73,44.7,36,Baixo,Mitigado
2017,10,2017-10-01,Sul,SC,Educação,DDoS,Senha fraca,7,233636.54,6.6,10,Médio,Resolvido
2017,10,2017-10-01,Sul,RS,Governo,Ransomware,Sem MFA,11,1585702.45,39.0,53,Médio,Resolvido
2017,10,2017-10-01,Sul,RS,Saúde,Malware,Senha fraca,11,1759930.79,62.5,73,Alto,Resolvido
2017,11,2017-11-01,Norte,AM,Financeiro,Phishing,Sem MFA,9,742475.67,99.4,4,Crítico,Em análise
2017,11,2017-11-01,Norte,PA,Governo,DDoS,Sistema desatualizado,8,1056142.29,54.8,34,Alto,Resolvido
2017,11,2017-11-01,Norte,PA,Varejo,Malware,Sem MFA,7,963581.27,27.6,7,Médio,Resolvido
2017,11,2017-11-01,Norte,RO,Financeiro,DDoS,Senha fraca,11,56852.81,10.2,2,Crítico,Resolvido
2017,11,2017-11-01,Norte,TO,Saúde,Phishing,Sistema desatualizado,9,1864630.85,88.2,4,Baixo,Em análise
2017,11,2017-11-01,Nordeste,BA,Financeiro,Ransomware,Senha fraca,13,1879792.47,57.1,73,Crítico,Em análise
2017,11,2017-11-01,Nordeste,BA,Saúde,DDoS,Sem MFA,19,1294813.95,54.4,23,Alto,Resolvido
2017,11,2017-11-01,Nordeste,PE,Educação,DDoS,Falha humana,8,1759104.81,55.8,74,Alto,Resolvido
2017,11,2017-11-01,Nordeste,PE,Varejo,Vazamento,Sistema desatualizado,11,1134433.01,112.5,53,Médio,Em análise
2017,11,2017-11-01,Nordeste,CE,Saúde,Phishing,Falha humana,10,532964.79,13.2,49,Baixo,Resolvido
2017,11,2017-11-01,Nordeste,CE,Saúde,Malware,Senha fraca,13,444577.86,10.9,28,Médio,Resolvido
2017,11,2017-11-01,Nordeste,MA,Governo,Ransomware,Falha humana,7,495042.51,92.4,40,Médio,Em análise
2017,11,2017-11-01,Nordeste,PB,Saúde,Malware,Sistema desatualizado,5,98449.04,57.2,40,Médio,Em análise
2017,11,2017-11-01,Centro-Oeste,DF,Governo,Phishing,Sem MFA,12,1488146.49,75.2,23,Alto,Em análise
2017,11,2017-11-01,Centro-Oeste,GO,Financeiro,Phishing,Sem MFA,16,54013.13,26.6,23,Alto,Mitigado
2017,11,2017-11-01,Centro-Oeste,GO,Governo,DDoS,Sistema desatualizado,10,387704.31,3.5,30,Baixo,Resolvido
2017,11,2017-11-01,Centro-Oeste,MT,Governo,Malware,Sistema desatualizado,8,1377097.48,118.9,20,Alto,Resolvido
2017,11,2017-11-01,Centro-Oeste,MS,Varejo,Malware,Sistema desatualizado,16,1548257.2,52.3,60,Médio,Em análise
2017,11,2017-11-01,Sudeste,SP,Financeiro,Phishing,Sistema desatualizado,15,1310317.85,40.9,57,Baixo,Em análise
2017,11,2017-11-01,Sudeste,SP,Educação,Ransomware,Sem MFA,18,196286.53,26.7,43,Médio,Em análise
2017,11,2017-11-01,Sudeste,SP,Educação,Phishing,Falha humana,8,266052.06,92.7,75,Baixo,Resolvido
2017,11,2017-11-01,Sudeste,RJ,Varejo,Phishing,Falha humana,11,1597093.97,68.5,35,Médio,Resolvido
2017,11,2017-11-01,Sudeste,RJ,Governo,Ransomware,Falha humana,5,1470750.0,99.9,30,Baixo,Em análise
2017,11,2017-11-01,Sudeste,RJ,Varejo,Malware,Senha fraca,14,1690737.59,119.8,66,Médio,Mitigado
2017,11,2017-11-01,Sudeste,RJ,Saúde,Malware,Sem MFA,13,324296.67,87.0,6,Alto,Resolvido
2017,11,2017-11-01,Sudeste,MG,Governo,Malware,Senha fraca,8,1752248.82,88.7,51,Baixo,Mitigado
2017,11,2017-11-01,Sudeste,MG,Varejo,Vazamento,Senha fraca,15,389066.8,119.3,11,Crítico,Resolvido
2017,11,2017-11-01,Sudeste,MG,Saúde,Phishing,Sem MFA,17,361871.44,16.1,3,Alto,Mitigado
2017,11,2017-11-01,Sudeste,ES,Educação,Phishing,Sistema desatualizado,10,896406.37,69.3,3,Médio,Resolvido
2017,11,2017-11-01,Sudeste,ES,Financeiro,Ransomware,Sistema desatualizado,16,1282886.57,68.6,3,Baixo,Mitigado
2017,11,2017-11-01,Sudeste,ES,Governo,Malware,Sem MFA,18,264561.47,4.2,34,Médio,Em análise
2017,11,2017-11-01,Sul,PR,Saúde,Malware,Sem MFA,11,860047.74,62.9,42,Alto,Em análise
2017,11,2017-11-01,Sul,PR,Varejo,Vazamento,Falha humana,12,1431175.54,78.1,21,Médio,Resolvido
2017,11,2017-11-01,Sul,SC,Educação,Phishing,Sem MFA,15,1471689.47,69.9,47,Alto,Em análise
2017,11,2017-11-01,Sul,SC,Financeiro,Malware,Sistema desatualizado,15,614173.58,27.1,4,Alto,Em análise
2017,11,2017-11-01,Sul,RS,Varejo,Phishing,Falha humana,12,1793852.52,34.5,42,Alto,Em análise
2017,11,2017-11-01,Sul,RS,Financeiro,Phishing,Falha humana,11,628389.66,116.8,71,Crítico,Resolvido
2017,12,2017-12-01,Norte,AM,Educação,Phishing,Falha humana,9,1212206.27,38.0,8,Alto,Mitigado
2017,12,2017-12-01,Norte,PA,Saúde,Vazamento,Senha fraca,17,1234648.86,101.4,8,Crítico,Mitigado
2017,12,2017-12-01,Norte,PA,Financeiro,Ransomware,Sistema desatualizado,7,643203.5,44.6,76,Alto,Mitigado
2017,12,2017-12-01,Norte,RO,Educação,Phishing,Sem MFA,10,1802446.8,43.9,56,Médio,Mitigado
2017,12,2017-12-01,Norte,TO,Saúde,Ransomware,Senha fraca,10,980560.1,74.3,65,Alto,Resolvido
2017,12,2017-12-01,Nordeste,BA,Educação,Vazamento,Sem MFA,18,670367.27,28.3,75,Crítico,Em análise
2017,12,2017-12-01,Nordeste,BA,Saúde,Malware,Falha humana,12,1430688.9,114.1,47,Médio,Em análise
2017,12,2017-12-01,Nordeste,PE,Saúde,DDoS,Falha humana,11,1157250.79,28.6,32,Crítico,Resolvido
2017,12,2017-12-01,Nordeste,PE,Governo,Phishing,Sistema desatualizado,13,1392080.03,87.6,16,Crítico,Resolvido
2017,12,2017-12-01,Nordeste,CE,Varejo,Vazamento,Senha fraca,11,1551092.81,55.3,29,Baixo,Em análise
2017,12,2017-12-01,Nordeste,CE,Educação,Phishing,Sistema desatualizado,5,330027.79,39.5,43,Médio,Resolvido
2017,12,2017-12-01,Nordeste,MA,Governo,Phishing,Sem MFA,15,275936.95,50.8,24,Alto,Em análise
2017,12,2017-12-01,Nordeste,PB,Varejo,Ransomware,Sem MFA,15,1026613.5,19.8,54,Médio,Mitigado
2017,12,2017-12-01,Centro-Oeste,DF,Financeiro,Vazamento,Senha fraca,13,612607.99,96.0,20,Médio,Em análise
2017,12,2017-12-01,Centro-Oeste,GO,Educação,Malware,Sistema desatualizado,14,1731244.6,6.2,28,Baixo,Em análise
2017,12,2017-12-01,Centro-Oeste,GO,Educação,Malware,Senha fraca,14,930237.59,70.6,79,Médio,Resolvido
2017,12,2017-12-01,Centro-Oeste,MT,Financeiro,Malware,Sem MFA,13,514892.93,27.1,40,Alto,Resolvido
2017,12,2017-12-01,Centro-Oeste,MS,Saúde,DDoS,Falha humana,13,1586482.32,11.8,66,Baixo,Em análise
2017,12,2017-12-01,Sudeste,SP,Financeiro,Phishing,Sistema desatualizado,9,924387.34,97.3,8,Médio,Em análise
2017,12,2017-12-01,Sudeste,SP,Educação,DDoS,Sistema desatualizado,14,1801877.26,42.8,25,Alto,Mitigado
2017,12,2017-12-01,Sudeste,SP,Educação,Phishing,Senha fraca,10,1492821.43,89.6,25,Crítico,Mitigado
2017,12,2017-12-01,Sudeste,RJ,Financeiro,DDoS,Falha humana,9,1812445.25,95.4,49,Baixo,Mitigado
2017,12,2017-12-01,Sudeste,RJ,Financeiro,Phishing,Sistema desatualizado,12,1985451.41,98.2,43,Médio,Resolvido
2017,12,2017-12-01,Sudeste,RJ,Saúde,DDoS,Falha humana,12,1383833.05,111.8,28,Baixo,Mitigado
2017,12,2017-12-01,Sudeste,RJ,Saúde,Ransomware,Senha fraca,10,1956262.1,7.9,35,Alto,Mitigado
2017,12,2017-12-01,Sudeste,MG,Financeiro,Vazamento,Sem MFA,9,525737.22,119.6,2,Médio,Mitigado
2017,12,2017-12-01,Sudeste,MG,Varejo,Phishing,Falha humana,10,1684646.53,101.4,3,Baixo,Em análise
2017,12,2017-12-01,Sudeste,MG,Educação,Malware,Sistema desatualizado,11,882915.0,9.4,6,Alto,Em análise
2017,12,2017-12-01,Sudeste,ES,Educação,Phishing,Sistema desatualizado,8,407691.51,16.3,54,Alto,Mitigado
2017,12,2017-12-01,Sudeste,ES,Varejo,Ransomware,Sem MFA,10,1576140.91,43.8,64,Crítico,Resolvido
2017,12,2017-12-01,Sudeste,ES,Governo,DDoS,Senha fraca,8,17040.1,18.9,23,Crítico,Em análise
2017,12,2017-12-01,Sul,PR,Financeiro,Malware,Senha fraca,16,813193.74,101.0,29,Crítico,Mitigado
2017,12,2017-12-01,Sul,PR,Educação,Phishing,Sistema desatualizado,12,641810.0,39.7,72,Médio,Resolvido
2017,12,2017-12-01,Sul,SC,Saúde,Malware,Falha humana,13,958376.85,24.4,73,Médio,Mitigado
2017,12,2017-12-01,Sul,SC,Financeiro,Ransomware,Falha humana,10,925701.73,26.4,17,Crítico,Mitigado
2017,12,2017-12-01,Sul,RS,Governo,Vazamento,Falha humana,14,858325.72,15.3,44,Médio,Resolvido
2017,12,2017-12-01,Sul,RS,Governo,Ransomware,Senha fraca,10,507255.24,119.6,32,Baixo,Resolvido
2018,1,2018-01-01,Norte,AM,Saúde,Ransomware,Sem MFA,12,192972.32,64.4,7,Baixo,Resolvido
2018,1,2018-01-01,Norte,PA,Varejo,Malware,Sistema desatualizado,17,277949.68,79.5,23,Crítico,Resolvido
2018,1,2018-01-01,Norte,PA,Governo,DDoS,Sistema desatualizado,18,765973.81,11.3,57,Médio,Em análise
